x,y,z,phi
-3.000000000000e-04,-2.518518518519e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-2.222222222222e-04,3.000000000000e-04,1.400254730191e-13
-3.000000000000e-04,-1.925925925926e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-1.629629629630e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-1.333333333333e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-1.037037037037e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-7.407407407407e-05,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-4.444444444444e-05,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,-1.481481481481e-05,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,1.481481481481e-05,3.000000000000e-04,3.415033479472e-13
-3.000000000000e-04,4.444444444444e-05,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,7.407407407407e-05,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,1.037037037037e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,1.333333333333e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,1.629629629630e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,1.925925925926e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,2.222222222222e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,2.518518518519e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,2.814814814815e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,3.111111111111e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,3.407407407407e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,3.703703703704e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,3.000000000000e-05,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,6.000000000000e-05,-2.463357229905e-13
-3.000000000000e-04,4.000000000000e-04,9.000000000000e-05,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,1.200000000000e-04,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,1.500000000000e-04,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,1.800000000000e-04,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,2.100000000000e-04,1.664639568884e-13
-3.000000000000e-04,4.000000000000e-04,2.400000000000e-04,0.000000000000e+00
-3.000000000000e-04,4.000000000000e-04,2.700000000000e-04,0.000000000000e+00
-3.000000000000e-04,-3.703703703704e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-3.407407407407e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-3.111111111111e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-2.814814814815e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-2.518518518519e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-2.222222222222e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-1.925925925926e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-1.629629629630e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-1.333333333333e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-1.037037037037e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-7.407407407407e-05,0.000000000000e+00,-6.015972049556e-14
-3.000000000000e-04,-4.444444444444e-05,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,-1.481481481481e-05,0.000000000000e+00,-1.786973208497e-13
-3.000000000000e-04,1.481481481481e-05,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,4.444444444444e-05,0.000000000000e+00,-1.305292832491e-13
-3.000000000000e-04,7.407407407407e-05,0.000000000000e+00,-1.305292832491e-13
-3.000000000000e-04,1.037037037037e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,1.333333333333e-04,0.000000000000e+00,-6.163053454037e-14
-3.000000000000e-04,1.629629629630e-04,0.000000000000e+00,3.823608249142e-14
-3.000000000000e-04,1.925925925926e-04,0.000000000000e+00,9.297058296744e-14
-3.000000000000e-04,2.222222222222e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,2.518518518519e-04,0.000000000000e+00,5.282969278731e-14
-3.000000000000e-04,2.814814814815e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,3.111111111111e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,3.407407407407e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-04,3.703703703704e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,3.000000000000e-05,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,6.000000000000e-05,-2.083548193915e-14
3.000000000000e-04,-4.000000000000e-04,9.000000000000e-05,-2.083548193915e-14
3.000000000000e-04,-4.000000000000e-04,1.200000000000e-04,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,1.500000000000e-04,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,1.800000000000e-04,2.704842824892e-14
3.000000000000e-04,-4.000000000000e-04,2.100000000000e-04,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,2.400000000000e-04,0.000000000000e+00
3.000000000000e-04,-4.000000000000e-04,2.700000000000e-04,0.000000000000e+00
3.000000000000e-04,-3.703703703704e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-3.407407407407e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-3.111111111111e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-2.814814814815e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-2.518518518519e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-2.222222222222e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-1.925925925926e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-1.629629629630e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-1.333333333333e-04,3.000000000000e-04,-4.407976781225e-14
3.000000000000e-04,-1.037037037037e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-7.407407407407e-05,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-4.444444444444e-05,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,-1.481481481481e-05,3.000000000000e-04,1.232287466114e-13
3.000000000000e-04,1.481481481481e-05,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,4.444444444444e-05,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,7.407407407407e-05,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,1.037037037037e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,1.333333333333e-04,3.000000000000e-04,1.546875910899e-13
3.000000000000e-04,1.629629629630e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,1.925925925926e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,2.222222222222e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,2.518518518519e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,2.814814814815e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,3.111111111111e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,3.407407407407e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,3.703703703704e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,3.000000000000e-05,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,6.000000000000e-05,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,9.000000000000e-05,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,1.200000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,1.500000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,1.800000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,2.100000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,2.400000000000e-04,0.000000000000e+00
3.000000000000e-04,4.000000000000e-04,2.700000000000e-04,0.000000000000e+00
3.000000000000e-04,-3.703703703704e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-3.407407407407e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-3.111111111111e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-2.814814814815e-04,0.000000000000e+00,2.350366019365e-14
3.000000000000e-04,-2.518518518519e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-2.222222222222e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-1.925925925926e-04,0.000000000000e+00,-1.989509763568e-13
3.000000000000e-04,-1.629629629630e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-1.333333333333e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-1.037037037037e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-7.407407407407e-05,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-4.444444444444e-05,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,-1.481481481481e-05,0.000000000000e+00,8.860510486901e-15
3.000000000000e-04,1.481481481481e-05,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,4.444444444444e-05,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,7.407407407407e-05,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,1.037037037037e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,1.333333333333e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,1.629629629630e-04,0.000000000000e+00,6.948156351611e-15
3.000000000000e-04,1.925925925926e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,2.222222222222e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,2.518518518519e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,2.814814814815e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,3.111111111111e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,3.407407407407e-04,0.000000000000e+00,0.000000000000e+00
3.000000000000e-04,3.703703703704e-04,0.000000000000e+00,0.000000000000e+00
-2.700000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-2.400000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-2.100000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-1.800000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-1.500000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-1.200000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-9.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-6.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,-8.966131868316e-13
-6.505213034913e-19,-4.000000000000e-04,0.000000000000e+00,-8.966131868316e-13
3.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
6.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
9.000000000000e-05,-4.000000000000e-04,0.000000000000e+00,-1.016107351702e-12
1.200000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
1.500000000000e-04,-4.000000000000e-04,0.000000000000e+00,-3.268797624929e-13
1.800000000000e-04,-4.000000000000e-04,0.000000000000e+00,-3.336419874625e-14
2.100000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
2.400000000000e-04,-4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
2.700000000000e-04,-4.000000000000e-04,0.000000000000e+00,1.150764131253e-13
-2.700000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-2.400000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-2.100000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-1.800000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-1.500000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-1.200000000000e-04,-4.000000000000e-04,3.000000000000e-04,1.611212644869e-13
-9.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-6.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-6.505213034913e-19,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
3.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
6.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
9.000000000000e-05,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
1.200000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
1.500000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
1.800000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
2.100000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
2.400000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
2.700000000000e-04,-4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-2.700000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-2.400000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-2.100000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-1.800000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-1.500000000000e-04,4.000000000000e-04,0.000000000000e+00,-2.713483385101e-13
-1.200000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-9.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-6.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-3.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-6.505213034913e-19,4.000000000000e-04,0.000000000000e+00,2.296823136953e-13
3.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
6.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
9.000000000000e-05,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
1.200000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
1.500000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
1.800000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
2.100000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
2.400000000000e-04,4.000000000000e-04,0.000000000000e+00,-3.218499475653e-14
2.700000000000e-04,4.000000000000e-04,0.000000000000e+00,0.000000000000e+00
-2.700000000000e-04,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-2.400000000000e-04,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-2.100000000000e-04,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-1.800000000000e-04,4.000000000000e-04,3.000000000000e-04,1.764752687911e-13
-1.500000000000e-04,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-1.200000000000e-04,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-9.000000000000e-05,4.000000000000e-04,3.000000000000e-04,4.777112980126e-14
-6.000000000000e-05,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-3.000000000000e-05,4.000000000000e-04,3.000000000000e-04,0.000000000000e+00
-6.505213034913e-19,4.000000000000e-04,3.000000000000e-04,3.208875930877e-13
